,number,value,datetime_start,datetime_complete,duration,params_batch_size_scaler,params_constant_learning_rate,params_depth,params_epochs,params_kernel_l2,params_num_trees,params_temperature,user_attrs_accuracy_test,user_attrs_accuracy_valid,user_attrs_approximate_feature_sparsity,user_attrs_approximate_feature_sparsity_history,user_attrs_approximate_weight_sparsity,user_attrs_approximate_weight_sparsity_history,user_attrs_auc_test,user_attrs_auc_valid,user_attrs_feature_sparsity,user_attrs_feature_sparsity_history,user_attrs_num_epochs,user_attrs_val_loss_history,user_attrs_weight_sparsity,user_attrs_weight_sparsity_history,state
0,0,0.883835065888627,2024-08-31 00:32:29.610926,2024-08-31 00:33:08.956790,0 days 00:00:39.345864,4,0.026689058669056867,3,125,0.0017872238588396842,22,0.0010876669198234862,0.897,0.895,33,"[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]",32.967532467532465,"[32.97402597402598, 32.97402597402598, 32.967532467532465, 32.98701298701299, 33.0, 32.98701298701299, 32.97402597402598, 32.98051948051948, 32.98701298701299, 32.98051948051948, 32.98701298701299, 32.980519480519476, 32.967532467532465, 32.98701298701299, 32.98701298701299, 32.98051948051948, 32.97402597402598, 32.967532467532465, 32.98051948051948, 32.993506493506494, 32.98701298701299, 32.98701298701299, 32.98701298701299, 32.98701298701299, 32.993506493506494, 32.98701298701299, 32.98701298701299, 32.98051948051948, 33.0, 33.0, 32.98051948051948, 32.98051948051948, 32.98701298701299, 32.98701298701299, 32.98051948051948, 32.98701298701299, 32.967532467532465, 32.967532467532465, 32.980519480519476, 32.97402597402598, 32.98701298701299, 32.97402597402597, 32.96753246753247, 32.97402597402597, 32.967532467532465, 32.96103896103896, 32.98051948051948, 32.97402597402598, 32.98701298701299, 32.98701298701299, 32.98701298701299, 32.98051948051948, 32.98051948051948, 32.98701298701299, 32.993506493506494, 32.980519480519476, 32.97402597402598, 32.967532467532465, 32.94805194805195, 32.97402597402598, 33.0, 33.0, 32.993506493506494, 33.0, 32.98701298701299, 32.98701298701299, 32.98051948051948, 32.95454545454545, 32.98051948051948, 32.98701298701299, 32.98701298701299, 32.980519480519476, 33.0, 32.98701298701299, 32.98051948051948, 32.98701298701299, 32.96103896103896, 32.96103896103896, 32.96103896103896, 32.95454545454545, 32.98051948051948, 32.97402597402598, 32.98051948051948, 32.98701298701299, 32.98051948051948, 32.967532467532465, 32.961038961038966, 32.97402597402598, 32.98051948051948, 32.98051948051948, 32.95454545454545, 32.97402597402598, 32.98051948051948, 32.98701298701299, 32.98051948051948, 32.97402597402598, 32.97402597402598, 32.967532467532465, 32.980519480519476, 32.98701298701299, 32.967532467532465, 32.96103896103896, 32.95454545454545, 32.96103896103896, 32.967532467532465, 32.95454545454545, 32.967532467532465, 32.96103896103896, 32.97402597402598, 32.97402597402598, 32.98051948051948, 32.97402597402598, 32.967532467532465, 32.967532467532465, 32.98051948051948, 32.98051948051948, 32.97402597402598, 32.993506493506494, 32.98701298701299, 32.97402597402598, 32.98701298701299, 32.97402597402598, 32.97402597402598, 32.967532467532465, 32.967532467532465]",0.8766337238583541,0.883835065888627,33,"[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]",125,"[0.42636194825172424, 0.3995264172554016, 0.39288270473480225, 0.3883597254753113, 0.38470539450645447, 0.381614089012146, 0.37895312905311584, 0.3766610324382782, 0.3746546506881714, 0.3729007840156555, 0.37136611342430115, 0.369922399520874, 0.3685176968574524, 0.3672563433647156, 0.36611366271972656, 0.36503222584724426, 0.36402761936187744, 0.363053560256958, 0.3621022403240204, 0.3611738681793213, 0.36016780138015747, 0.35938069224357605, 0.35842081904411316, 0.35748618841171265, 0.3566928505897522, 0.35582253336906433, 0.3548261225223541, 0.35396918654441833, 0.35311785340309143, 0.3522520363330841, 0.3512980341911316, 0.35041096806526184, 0.3495153784751892, 0.34870022535324097, 0.3477499485015869, 0.34676143527030945, 0.3459838628768921, 0.3448511064052582, 0.343932181596756, 0.34305134415626526, 0.3421817421913147, 0.34125885367393494, 0.3401247262954712, 0.33912572264671326, 0.33813220262527466, 0.337218314409256, 0.33633533120155334, 0.33528855443000793, 0.33420082926750183, 0.3331397771835327, 0.33212271332740784, 0.33114102482795715, 0.3301863372325897, 0.3290993869304657, 0.32807591557502747, 0.32688504457473755, 0.3259071707725525, 0.3248266279697418, 0.3237365484237671, 0.32271164655685425, 0.3216701149940491, 0.3204554617404938, 0.3194177746772766, 0.31838953495025635, 0.3173288404941559, 0.31616076827049255, 0.31510257720947266, 0.3140847682952881, 0.31302905082702637, 0.3117932081222534, 0.3107547461986542, 0.3096981942653656, 0.3085891604423523, 0.30753293633461, 0.30648118257522583, 0.305329293012619, 0.30441245436668396, 0.3033382296562195, 0.3021779954433441, 0.30119237303733826, 0.3000916838645935, 0.2989950180053711, 0.2980073094367981, 0.2970553934574127, 0.2959619462490082, 0.29494303464889526, 0.2940225303173065, 0.29301175475120544, 0.29201197624206543, 0.29103657603263855, 0.29016512632369995, 0.28926655650138855, 0.2882242500782013, 0.28734835982322693, 0.2863895297050476, 0.28552189469337463, 0.2846226394176483, 0.2837756276130676, 0.28288644552230835, 0.2819859981536865, 0.281151682138443, 0.280342698097229, 0.279478520154953, 0.2786944806575775, 0.2779162526130676, 0.277098149061203, 0.27635422348976135, 0.2755201458930969, 0.27483445405960083, 0.27408841252326965, 0.27341926097869873, 0.2726174592971802, 0.2719118297100067, 0.27121391892433167, 0.2705872356891632, 0.26994526386260986, 0.2692575454711914, 0.2684997618198395, 0.26786506175994873, 0.26721498370170593, 0.26658639311790466, 0.26605117321014404, 0.26543837785720825, 0.2647986114025116, 0.2642110586166382]",33.0,"[33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]",COMPLETE
1,1,0.5,2024-08-31 00:33:09.019997,2024-08-31 00:37:22.958936,0 days 00:04:13.938939,16,1.2511868583565982,6,335,0.04400614740306371,58,0.012802131157086019,0.859,0.85875,0,"[33, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[32.91570881226054, 2.992063492063492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5,0.5,0,"[33, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",335,"[0.3911832571029663, 0.3913310766220093, 0.4079044461250305, 0.4076705873012543, 0.4072309136390686, 0.4078415036201477, 0.4073147475719452, 0.40784886479377747, 0.40876513719558716, 0.4076281785964966, 0.4073374271392822, 0.40753474831581116, 0.4072369337081909, 0.4072287082672119, 0.407690167427063, 0.40791571140289307, 0.40729549527168274, 0.40746089816093445, 0.4075998067855835, 0.4073199927806854, 0.4072979688644409, 0.4073046147823334, 0.4073629379272461, 0.4072303771972656, 0.4077063500881195, 0.40724021196365356, 0.40776485204696655, 0.40731295943260193, 0.4079058766365051, 0.40722617506980896, 0.4072341024875641, 0.4074324667453766, 0.40852466225624084, 0.40743476152420044, 0.40722617506980896, 0.40725231170654297, 0.40724441409111023, 0.4085384011268616, 0.40723487734794617, 0.4088795781135559, 0.40750831365585327, 0.4073413610458374, 0.407279372215271, 0.4077802002429962, 0.4076961576938629, 0.40867528319358826, 0.40727657079696655, 0.4075985848903656, 0.40774452686309814, 0.40740612149238586, 0.4077380895614624, 0.40729057788848877, 0.4072350561618805, 0.4077374339103699, 0.4080670475959778, 0.4072267413139343, 0.40732765197753906, 0.40772438049316406, 0.407332181930542, 0.4083542227745056, 0.4076794385910034, 0.4074113368988037, 0.4099595546722412, 0.40727102756500244, 0.4072270691394806, 0.4077025353908539, 0.4085339307785034, 0.4073452651500702, 0.40725386142730713, 0.4076780676841736, 0.40754804015159607, 0.40744730830192566, 0.4072646200656891, 0.40822848677635193, 0.4073947072029114, 0.4079960882663727, 0.4074200689792633, 0.40730273723602295, 0.40726998448371887, 0.4074016511440277, 0.4072393476963043, 0.40793949365615845, 0.40744853019714355, 0.40785425901412964, 0.40740859508514404, 0.4072805345058441, 0.4081673324108124, 0.4072263240814209, 0.40736323595046997, 0.4072962701320648, 0.40741389989852905, 0.40724191069602966, 0.40726447105407715, 0.4082496166229248, 0.4074355363845825, 0.40779659152030945, 0.4073059558868408, 0.4072936773300171, 0.40760338306427, 0.4084109961986542, 0.40783923864364624, 0.4081989526748657, 0.40727606415748596, 0.40918102860450745, 0.4084709882736206, 0.40784090757369995, 0.4080508351325989, 0.4081103205680847, 0.4073891043663025, 0.407288521528244, 0.4079832136631012, 0.4075509011745453, 0.4072413742542267, 0.40789783000946045, 0.40757670998573303, 0.40731316804885864, 0.4073479175567627, 0.40757685899734497, 0.40825462341308594, 0.409119576215744, 0.4072261154651642, 0.4074791669845581, 0.409572958946228, 0.4072498679161072, 0.4075193703174591, 0.4072563946247101, 0.4081544578075409, 0.40731215476989746, 0.40768858790397644, 0.40738046169281006, 0.4072982668876648, 0.4072268307209015, 0.40803319215774536, 0.4079643189907074, 0.40787234902381897, 0.4073241949081421, 0.4078115224838257, 0.40757960081100464, 0.40750652551651, 0.4072296917438507, 0.4078494608402252, 0.4073774814605713, 0.4073120355606079, 0.4078144133090973, 0.40725457668304443, 0.40732884407043457, 0.4079129695892334, 0.4073449969291687, 0.4077368974685669, 0.4072878658771515, 0.4074386954307556, 0.40767139196395874, 0.4073704779148102, 0.407236784696579, 0.4072343409061432, 0.40857169032096863, 0.40723252296447754, 0.4072646200656891, 0.4072825610637665, 0.4080767035484314, 0.40723729133605957, 0.4077919125556946, 0.40725040435791016, 0.40829968452453613, 0.40723133087158203, 0.4073448181152344, 0.40737593173980713, 0.40733593702316284, 0.407255083322525, 0.40723708271980286, 0.40724998712539673, 0.4072646200656891, 0.40754595398902893, 0.40734755992889404, 0.407693088054657, 0.40724441409111023, 0.4074881672859192, 0.40769535303115845, 0.40767911076545715, 0.40748926997184753, 0.4072372019290924, 0.407365620136261, 0.4072345495223999, 0.4072268009185791, 0.40754058957099915, 0.4072309732437134, 0.4073694944381714, 0.41010695695877075, 0.4072268009185791, 0.4075417220592499, 0.4074312150478363, 0.4072757661342621, 0.4079023003578186, 0.4072447121143341, 0.40745407342910767, 0.40733569860458374, 0.4074021279811859, 0.40722736716270447, 0.40736305713653564, 0.4082828164100647, 0.4076327383518219, 0.40757015347480774, 0.4072582721710205, 0.4072377383708954, 0.40810662508010864, 0.4080165922641754, 0.4072280824184418, 0.40727803111076355, 0.40736836194992065, 0.4072537124156952, 0.4076109230518341, 0.4072273373603821, 0.4074016213417053, 0.4074111580848694, 0.407807856798172, 0.4072328209877014, 0.4073156416416168, 0.4072261452674866, 0.40828216075897217, 0.40824347734451294, 0.4073326587677002, 0.40732741355895996, 0.40771907567977905, 0.4084388017654419, 0.40771347284317017, 0.4076066315174103, 0.40779194235801697, 0.4073358178138733, 0.407566100358963, 0.4072437286376953, 0.4083593487739563, 0.4072301983833313, 0.407321959733963, 0.40757715702056885, 0.4087681174278259, 0.4076289236545563, 0.40728965401649475, 0.4072282314300537, 0.40724754333496094, 0.4077487587928772, 0.40752488374710083, 0.4077933430671692, 0.40804141759872437, 0.4072273373603821, 0.4075688421726227, 0.40825092792510986, 0.40818750858306885, 0.4073003828525543, 0.407487154006958, 0.40739768743515015, 0.4072295129299164, 0.4077610671520233, 0.4072427749633789, 0.40723729133605957, 0.40722644329071045, 0.40748974680900574, 0.4073261022567749, 0.40727344155311584, 0.40739476680755615, 0.4075075387954712, 0.4075404107570648, 0.40753501653671265, 0.40786102414131165, 0.4074722230434418, 0.4072776436805725, 0.40733978152275085, 0.40732964873313904, 0.40722793340682983, 0.40727537870407104, 0.40857306122779846, 0.4076216518878937, 0.4081416726112366, 0.40766265988349915, 0.4072626829147339, 0.4076693654060364, 0.4072765111923218, 0.41109371185302734, 0.40754368901252747, 0.40743887424468994, 0.40725356340408325, 0.407464861869812, 0.40840670466423035, 0.40723076462745667, 0.40726426243782043, 0.40735939145088196, 0.40725982189178467, 0.4076753854751587, 0.4073866009712219, 0.408233106136322, 0.40722787380218506, 0.4077320992946625, 0.40818801522254944, 0.40725186467170715, 0.4072539210319519, 0.4072608947753906, 0.4078996181488037, 0.4072574973106384, 0.40733447670936584, 0.40742257237434387, 0.40723973512649536, 0.4072677493095398, 0.40741610527038574, 0.4078858494758606, 0.4073825776576996, 0.407286137342453, 0.407281756401062, 0.4072287082672119, 0.4073159098625183, 0.40727755427360535, 0.4073556661605835, 0.407886266708374, 0.40731513500213623, 0.40722620487213135, 0.40724632143974304, 0.4078374207019806, 0.40734103322029114, 0.4072685241699219, 0.4072817862033844, 0.4072782099246979, 0.4072324335575104, 0.40757283568382263, 0.40730321407318115, 0.40825721621513367, 0.40722739696502686, 0.40803200006484985, 0.40758225321769714, 0.4104427993297577, 0.40758952498435974, 0.4072539508342743, 0.40722906589508057, 0.4072335362434387, 0.40732643008232117, 0.4072478115558624, 0.4074321687221527, 0.4072284400463104]",0.0,"[33.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",COMPLETE
